suite_dir,run_dir,retention_class,size_bytes,file_count,has_core_artifacts,referenced_by,note
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_diag_damping_seed43,evidence-bearing-A,64041156,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_diag_damping_seed44,evidence-bearing-A,64655670,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_diag_damping_seed45,evidence-bearing-A,63640438,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_lift_seed43,evidence-bearing-A,63327788,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_lift_seed44,evidence-bearing-A,62624114,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_lift_seed45,evidence-bearing-A,63137631,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_mass_prior_seed43,evidence-bearing-A,64701337,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_mass_prior_seed44,evidence-bearing-A,64623204,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_no_mass_prior_seed45,evidence-bearing-A,64773389,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_blackbox_fullstate_seed43,evidence-bearing-A,53217936,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_blackbox_fullstate_seed44,evidence-bearing-A,57323161,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_blackbox_fullstate_seed45,evidence-bearing-A,52220190,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_merged_force_seed43,evidence-bearing-A,64230481,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_merged_force_seed44,evidence-bearing-A,63955909,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_merged_force_seed45,evidence-bearing-A,63696803,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_qforce_seed43,evidence-bearing-A,64928124,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_qforce_seed44,evidence-bearing-A,64646423,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_phnode_qforce_seed45,evidence-bearing-A,64135344,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_accel_blackbox_seed43,evidence-bearing-A,64699825,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_accel_blackbox_seed44,evidence-bearing-A,64296550,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_accel_blackbox_seed45,evidence-bearing-A,64011130,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_momentum_blackbox_seed43,evidence-bearing-A,64496864,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_momentum_blackbox_seed44,evidence-bearing-A,64536355,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449,checkpoints/sweep_oc_all_noise/sweep_oc_baseline_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_124449/baseline_se3_momentum_blackbox_seed45,evidence-bearing-A,64728932,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923,checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923/main_phnode_full_seed43,evidence-bearing-A,64790656,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/oc_catalog_template_usage.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923,checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923/main_phnode_full_seed44,evidence-bearing-A,65261904,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923,checkpoints/sweep_oc_all_noise/sweep_oc_main_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_101923/main_phnode_full_seed45,evidence-bearing-A,64672356,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_lift_seed42,evidence-bearing-A,62952749,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_lift_seed46,evidence-bearing-A,62507543,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_lift_seed47,evidence-bearing-A,62882122,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_mass_prior_seed42,evidence-bearing-A,64673345,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_mass_prior_seed46,evidence-bearing-A,65016633,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_key_ablation_noise_nominal_train_remus100_dr_extra_42-46-47/ablation_ablate_no_mass_prior_seed47,evidence-bearing-A,64793832,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47/main_phnode_full_seed42,evidence-bearing-A,63535184,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/experiment_stages_overview.md;docs/oc_followup_experiment_plan.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47/main_phnode_full_seed46,evidence-bearing-A,64457184,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/experiment_stages_overview.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47,checkpoints/sweep_oc_main_noise_nominal_train_remus100_dr_extra_42-46-47/main_phnode_full_seed47,evidence-bearing-A,64521105,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_main_noise_seed42_smoke,checkpoints/sweep_oc_main_noise_seed42_smoke/main_phnode_full_seed42,flow-validation-only,63532420,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/experiment_full_inventory_zh.md;docs/experiment_stages_overview.md;docs/oc_followup_experiment_plan.md,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_clean_20260423_180908,checkpoints/sweep_oc_phase1_probe_clean_20260423_180908/ablation_ablate_no_mass_prior_seed43,flow-validation-only,42717061,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_clean_20260423_180908,checkpoints/sweep_oc_phase1_probe_clean_20260423_180908/main_phnode_full_seed43,flow-validation-only,40798069,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_iid_20260423_180908,checkpoints/sweep_oc_phase1_probe_iid_20260423_180908/ablation_ablate_no_mass_prior_seed43,flow-validation-only,42539786,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_iid_20260423_180908,checkpoints/sweep_oc_phase1_probe_iid_20260423_180908/main_phnode_full_seed43,flow-validation-only,41639370,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_v4lite_20260423_180908,checkpoints/sweep_oc_phase1_probe_v4lite_20260423_180908/ablation_ablate_no_mass_prior_seed43,flow-validation-only,42760049,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_probe_v4lite_20260423_180908,checkpoints/sweep_oc_phase1_probe_v4lite_20260423_180908/main_phnode_full_seed43,flow-validation-only,40901438,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711,checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711/ablation_ablate_no_mass_prior_seed43,flow-validation-only,42718683,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711,checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711/ablation_ablate_no_mass_prior_seed44,flow-validation-only,42647532,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711,checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711/main_phnode_full_seed43,flow-validation-only,40799691,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711,checkpoints/sweep_oc_phase1_smoke_clean_fix_20260423_124711/main_phnode_full_seed44,flow-validation-only,41341948,111,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,"flow/protocol validation only, never paper evidence (repo_structure_audit 2.6)"
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed42,evidence-bearing-B,72920577,202,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed43,evidence-bearing-B,66335793,197,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed44,evidence-bearing-B,71844951,202,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed45,evidence-bearing-B,72644833,202,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed46,evidence-bearing-B,72429481,202,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_mass_prior,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_mass_prior/ablation_ablate_no_mass_prior_seed42,evidence-bearing-B,74528768,202,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/section8_current_evidence/horizon_scenario_per_seed.csv;analysis/section8_current_evidence/per_seed_long.csv;docs/checkpoints_retention_manifest.csv,B-zone t2_wpfrag decision suite; primary section 8 evidence under the R-A rule
